approved_bal,sex,education,marriage,age,status,balance,payment,utilization,default
20000,1,3,1,56,0,14231,2100,0.71155,0
160000,1,1,1,36,0,67879,2500,0.42424375,0
10000,1,2,2,35,0,8857,2300,0.8857,0
150000,1,1,1,31,2,159734,4800,1.0648933333333332,1
500000,1,1,1,69,0,1200,5652,0.0024,0
360000,2,2,2,28,0,63352,6010,0.1759777777777778,0
50000,2,1,2,28,0,48726,2406,0.97452,0
270000,2,1,1,35,2,128442,6300,0.4757111111111111,0
10000,2,3,1,58,0,7569,1158,0.7569,0
30000,2,2,1,29,0,15455,2000,0.5151666666666667,0
360000,2,2,1,27,0,896,782,0.002488888888888889,0
120000,2,1,2,26,0,112774,5000,0.9397833333333333,0
400000,2,2,2,35,0,109943,120018,0.2748575,1
500000,2,2,2,26,0,59039,4028,0.118078,0
140000,1,3,1,54,0,1045,1952,0.007464285714285714,0
110000,1,2,2,27,0,29734,2500,0.2703090909090909,0
30000,1,2,2,34,0,29949,6000,0.9983,0
140000,2,1,1,56,0,138468,4300,0.9890571428571429,0
150000,2,3,1,39,0,108755,5163,0.7250333333333333,0
280000,1,3,1,37,0,271276,16991,0.9688428571428571,1
20000,1,3,1,45,0,5577,0,0.27885,0
340000,2,3,1,36,0,2566,8,0.007547058823529412,0
60000,1,2,2,25,2,36090,2017,0.6015,1
20000,1,1,1,62,0,17607,1500,0.88035,0
50000,2,1,2,25,0,23794,1398,0.47588,0
200000,2,2,1,35,0,71561,4000,0.357805,0
180000,2,1,2,30,0,40311,10000,0.22395,0
240000,2,1,1,34,0,41484,1709,0.17285,0
360000,1,2,2,32,0,33215,1331,0.0922638888888889,0
50000,2,2,1,26,0,49744,1500,0.99488,0
100000,1,3,2,50,0,95889,4200,0.95889,0
80000,2,3,2,26,1,0,0,0.0,1
50000,2,3,1,32,2,46364,2100,0.92728,1
420000,2,3,2,27,0,1486,2679,0.003538095238095238,1
190000,2,1,1,35,0,980,68738,0.005157894736842105,0
180000,2,2,1,33,1,-84,982,-0.00046666666666666666,0
40000,2,1,2,22,0,34521,2000,0.863025,1
50000,1,2,2,43,1,44344,2021,0.88688,1
10000,1,2,2,23,2,2400,0,0.24,1
200000,2,1,2,39,0,155693,6000,0.778465,0
120000,1,3,1,39,0,7764,10730,0.0647,0
100000,2,2,1,48,2,44050,1800,0.4405,0
100000,2,1,2,24,0,93411,11645,0.93411,0
360000,1,1,2,29,0,229928,4905,0.6386888888888889,0
100000,2,2,1,28,0,316,316,0.00316,1
290000,2,2,1,49,0,5287,2334,0.01823103448275862,1
240000,1,1,2,34,1,40286,14,0.16785833333333333,0
290000,2,2,1,37,0,48978,20078,0.1688896551724138,0
500000,2,2,2,33,0,11058,18641,0.022116,0
50000,1,2,1,32,1,14949,0,0.29898,1
220000,2,2,2,30,0,18598,10000,0.08453636363636363,0
20000,1,2,1,44,0,17441,1309,0.87205,1
420000,2,2,1,36,0,185882,10000,0.44257619047619046,0
100000,2,1,2,29,2,74032,3300,0.74032,0
230000,2,1,1,43,0,3245,1867,0.014108695652173913,1
50000,2,2,1,53,0,46940,2188,0.9388,1
70000,1,1,1,42,0,119687,11100,1.7098142857142857,0
180000,1,1,2,31,0,914,907,0.005077777777777777,0
90000,1,1,2,27,0,3382,4983,0.03757777777777778,0
50000,1,2,2,24,0,44193,1806,0.88386,0
50000,2,3,2,22,2,42717,9289,0.85434,0
60000,2,1,2,26,1,0,0,0.0,0
50000,2,3,2,41,2,23203,1000,0.46406,1
300000,2,1,1,58,0,1257,2851,0.00419,0
30000,2,1,2,36,0,14254,2890,0.47513333333333335,1
10000,1,1,2,25,0,9501,1300,0.9501,0
70000,1,1,2,30,0,36201,1586,0.5171571428571429,0
160000,1,2,2,32,0,22506,2000,0.1406625,0
260000,1,2,2,30,0,434442,10000,1.6709307692307693,0
360000,1,1,2,39,0,163150,50122,0.45319444444444446,0
60000,2,3,1,30,1,15442,1200,0.2573666666666667,0
180000,2,2,2,39,0,57500,785,0.3194444444444444,0
40000,2,2,2,23,2,33699,1900,0.842475,1
160000,1,2,2,36,0,836,836,0.005225,0
610000,2,1,2,35,0,389335,14117,0.6382540983606557,0
50000,2,3,2,35,0,9999,1489,0.19998,0
320000,1,1,1,48,2,201932,18300,0.6310375,1
150000,1,1,2,29,0,108756,46980,0.72504,0
170000,1,1,1,36,0,2015,2015,0.011852941176470589,0
500000,1,2,1,53,0,37979,9482,0.075958,0
200000,1,2,1,57,0,780,0,0.0039,0
290000,2,1,2,27,0,110359,5000,0.38054827586206896,0
40000,2,2,2,53,3,14186,1600,0.35465,0
300000,2,1,2,30,0,6045,7157,0.02015,0
50000,1,3,2,32,2,40486,1691,0.80972,1
20000,1,2,2,29,0,10321,1200,0.51605,0
30000,2,2,1,22,1,28933,2000,0.9644333333333334,0
140000,1,2,2,34,1,94153,8500,0.6725214285714286,0
80000,1,2,1,32,0,1253,4091,0.0156625,0
260000,2,2,2,35,1,0,0,0.0,0
130000,2,1,2,27,1,-24,326,-0.0001846153846153846,1
380000,2,3,2,39,0,55241,10000,0.14537105263157896,0
200000,1,2,1,36,1,0,0,0.0,0
50000,2,3,1,46,0,21453,1634,0.42906,0
50000,1,1,2,25,0,49654,1600,0.99308,0
90000,2,2,1,26,0,47121,3000,0.5235666666666666,0
140000,2,2,1,26,0,75289,20000,0.5377785714285714,0
30000,1,3,3,45,0,21325,3376,0.7108333333333333,0
230000,1,1,2,28,0,6289,5112,0.027343478260869566,0
100000,1,3,1,36,2,8674,2000,0.08674,1
240000,2,1,2,46,2,456,0,0.0019,0
80000,1,1,2,26,0,83593,2727,1.0449125,0
360000,1,1,1,56,0,1094,0,0.0030388888888888887,0
150000,1,2,2,37,0,71341,4117,0.4756066666666667,0
130000,1,2,2,27,0,29078,1506,0.22367692307692308,0
30000,2,2,1,56,0,11564,3042,0.3854666666666667,0
250000,1,1,2,33,0,28306,10000,0.113224,0
500000,1,1,1,42,0,38525,6283,0.07705,1
30000,1,2,3,43,2,14870,2000,0.49566666666666664,1
390000,1,1,1,41,2,167795,7299,0.4302435897435897,1
390000,2,1,2,27,0,78549,4500,0.20140769230769232,0
360000,1,2,2,37,1,-490,0,-0.0013611111111111111,0
90000,2,2,1,25,0,57846,2018,0.6427333333333334,0
100000,2,3,1,35,0,47843,2111,0.47843,0
30000,1,3,1,31,2,390,390,0.013,0
160000,1,3,2,25,0,31400,0,0.19625,0
20000,1,1,2,26,1,15397,0,0.76985,0
240000,2,1,2,36,0,7283,1263,0.030345833333333332,0
80000,1,1,2,26,2,61851,2000,0.7731375,1
30000,2,2,2,22,0,29668,1555,0.9889333333333333,0
150000,1,2,1,45,0,44832,6020,0.29888,0
160000,2,2,2,28,0,84668,5000,0.529175,0
20000,2,1,1,58,0,17241,1500,0.86205,0
230000,1,1,1,45,0,26071,2200,0.11335217391304347,0
100000,2,2,1,46,0,98200,3228,0.982,0
420000,1,2,2,39,0,204984,8006,0.48805714285714286,0
480000,2,2,1,37,0,24887,27994,0.05184791666666667,0
10000,1,3,1,37,0,678,602,0.0678,1
180000,2,3,1,41,2,100094,3582,0.5560777777777778,1
200000,1,1,2,32,0,47244,62330,0.23622,0
140000,1,2,2,36,1,44570,2000,0.31835714285714284,1
20000,2,1,1,23,0,11862,1300,0.5931,0
80000,2,1,2,39,0,-224,1581,-0.0028,0
10000,2,2,1,29,0,7170,1500,0.717,1
50000,1,2,1,35,0,15609,0,0.31218,1
340000,1,3,2,38,0,660,1131,0.0019411764705882352,0
330000,2,2,2,39,0,156853,5757,0.4753121212121212,0
230000,2,1,1,47,0,740,740,0.003217391304347826,0
360000,1,1,2,40,1,0,0,0.0,0
30000,2,3,3,48,0,18385,4000,0.6128333333333333,0
500000,1,1,2,42,2,419352,17008,0.838704,1
200000,1,1,1,42,0,3664,718,0.01832,0
50000,2,2,1,55,0,41768,2079,0.83536,1
240000,2,3,2,36,0,236267,9000,0.9844458333333334,1
290000,2,1,1,45,0,664,0,0.002289655172413793,0
20000,2,3,2,24,1,-8,13148,-0.0004,1
60000,2,3,2,49,1,28763,0,0.47938333333333333,0
160000,1,2,2,24,0,76054,3275,0.4753375,0
200000,2,1,2,31,0,1041,2000,0.005205,0
70000,2,2,1,33,0,43981,1683,0.6283,0
140000,1,1,2,35,0,10339,10006,0.07385,0
460000,1,1,1,44,0,15264,51383,0.03318260869565218,0
160000,2,2,2,36,0,2992,1300,0.0187,0
200000,2,2,1,40,0,6699,4880,0.033495,0
80000,2,3,2,55,0,78009,2420,0.9751125,0
310000,2,1,1,47,0,5202,3000,0.01678064516129032,0
290000,2,2,1,29,2,63872,0,0.22024827586206897,1
120000,1,1,2,27,0,11472,2652,0.0956,0
20000,1,3,2,31,2,13335,2800,0.66675,0
90000,1,1,2,29,0,140,0,0.0015555555555555555,0
60000,1,1,1,60,0,390,390,0.0065,0
260000,1,2,1,39,2,110529,7010,0.4251115384615385,1
180000,2,2,2,30,0,167539,7782,0.9307722222222222,0
50000,1,3,2,41,0,15502,1500,0.31004,0
50000,1,3,1,40,0,34582,2000,0.69164,0
50000,1,3,2,53,0,48019,2279,0.96038,0
200000,2,1,2,32,0,14254,10000,0.07127,0
170000,1,2,1,35,0,3995,6380,0.0235,0
50000,2,1,2,22,0,49086,2047,0.98172,0
440000,1,3,1,47,0,98161,1238,0.22309318181818183,1
100000,1,2,1,28,0,10000,0,0.1,0
50000,1,3,2,49,0,26116,1500,0.52232,1
220000,1,1,1,47,0,85224,3209,0.38738181818181816,0
150000,2,3,2,43,0,1622,13016,0.010813333333333333,0
20000,1,1,2,28,1,0,0,0.0,0
160000,2,2,1,39,1,40712,0,0.25445,0
50000,1,1,2,28,0,44476,2869,0.88952,0
130000,2,3,1,40,0,102650,0,0.7896153846153846,0
20000,1,2,2,36,0,15198,5000,0.7599,1
200000,2,2,1,34,0,28484,3440,0.14242,0
20000,2,1,2,22,0,483,487,0.02415,0
300000,2,1,1,39,0,1134,613,0.00378,0
120000,2,1,2,25,0,105169,8000,0.8764083333333333,1
360000,2,1,2,27,0,949,40,0.002636111111111111,0
140000,1,1,3,59,0,141148,4900,1.0082,0
210000,2,2,2,25,0,79453,3000,0.37834761904761904,1
130000,2,1,2,28,0,31283,1900,0.24063846153846155,1
240000,2,2,1,48,0,101,0,0.00042083333333333333,1
80000,1,3,1,65,0,25043,1374,0.3130375,0
500000,2,1,2,36,1,0,0,0.0,1
320000,1,1,1,46,2,339202,5000,1.06000625,1
210000,2,1,2,56,0,203653,5000,0.9697761904761905,0
50000,1,1,2,37,2,11533,1612,0.23066,0
340000,2,1,1,38,0,4397,13847,0.012932352941176471,0
240000,1,2,1,62,0,1901,3855,0.007920833333333334,0
240000,2,1,2,28,0,46746,1868,0.194775,0
50000,1,2,1,40,0,30211,21190,0.60422,0
50000,1,3,1,55,2,19056,1000,0.38112,0
20000,2,2,2,45,0,13521,1000,0.67605,1
510000,1,1,1,35,0,0,2754,0.0,0
220000,2,1,2,25,1,0,0,0.0,0
220000,2,2,2,30,0,596,892,0.0027090909090909093,0
60000,1,1,2,37,0,42372,1500,0.7062,0
40000,2,2,2,26,2,5678,4500,0.14195,1
50000,1,1,2,64,0,46351,1377,0.92702,0
360000,2,1,1,46,0,600,2462,0.0016666666666666668,1
120000,1,1,1,51,1,0,0,0.0,1
20000,1,3,2,23,0,17010,0,0.8505,0
30000,1,2,1,33,0,34914,1000,1.1638,0
110000,2,1,2,29,0,316,316,0.002872727272727273,0
170000,2,2,2,31,0,165987,8400,0.9763941176470589,0
180000,1,2,1,48,0,919,0,0.005105555555555556,0
50000,2,2,2,23,1,42586,2200,0.85172,0
180000,2,1,2,28,0,47815,8480,0.26563888888888887,0
80000,2,2,1,50,0,56602,5000,0.707525,0
20000,2,1,1,34,0,5048,2000,0.2524,0
30000,2,3,1,57,0,17779,2000,0.5926333333333333,0
80000,1,2,2,28,0,10394,77900,0.129925,0
200000,1,1,1,53,0,513,974,0.002565,0
120000,2,2,1,42,0,117059,5026,0.9754916666666666,0
500000,2,1,1,44,0,301,11063,0.000602,0
50000,2,2,2,22,0,45675,3630,0.9135,0
50000,2,2,1,39,0,43724,2000,0.87448,0
200000,1,1,2,41,0,24720,3000,0.1236,0
30000,1,2,2,25,0,7298,1147,0.24326666666666666,1
190000,2,2,1,33,1,-2500,0,-0.013157894736842105,0
120000,2,2,1,41,0,14792,10000,0.12326666666666666,0
30000,2,3,2,39,0,27782,2023,0.9260666666666667,0
30000,2,3,2,27,0,5334,3565,0.1778,0
310000,1,1,2,33,0,47224,4900,0.15233548387096774,0
30000,2,2,1,31,0,28405,4000,0.9468333333333333,1
440000,1,1,2,52,2,424606,15010,0.9650136363636364,1
50000,2,1,2,27,3,33202,2000,0.66404,1
70000,1,2,2,38,0,71586,1308,1.022657142857143,0
260000,2,1,2,31,0,180891,8250,0.6957346153846153,0
320000,1,1,1,46,0,10836,19799,0.0338625,0
210000,2,2,1,34,0,128553,3762,0.6121571428571428,0
280000,2,1,1,29,0,58308,4000,0.20824285714285715,0
140000,1,1,2,32,0,83768,5000,0.5983428571428572,0
20000,2,3,2,22,0,14218,1700,0.7109,0
340000,1,1,2,25,0,239715,10469,0.7050441176470589,1
70000,2,3,3,39,0,34244,3000,0.4892,0
120000,2,1,1,50,1,-110,16500,-0.0009166666666666666,0
60000,2,2,2,24,0,57771,2336,0.96285,0
30000,1,3,2,29,0,28547,1700,0.9515666666666667,0
30000,1,2,2,29,0,12174,1635,0.4058,0
80000,1,1,1,25,0,48470,4700,0.605875,1
50000,1,2,1,49,0,28788,1377,0.57576,0
100000,1,3,2,37,0,20116,4000,0.20116,0
60000,1,2,1,35,0,60130,3007,1.0021666666666667,0
10000,2,2,2,23,0,4205,0,0.4205,1
280000,2,1,1,41,0,939,8188,0.0033535714285714284,0
250000,2,3,2,47,0,7363,27474,0.029452,0
40000,1,2,1,48,0,1672,0,0.0418,0
30000,2,1,2,25,1,29628,1600,0.9876,0
50000,1,1,1,57,0,42624,2173,0.85248,0
70000,2,3,2,29,0,70780,3088,1.0111428571428571,0
130000,2,2,1,28,0,86914,6134,0.6685692307692308,0
60000,2,2,2,24,0,60839,3400,1.0139833333333332,0
200000,2,2,1,29,0,81568,3500,0.40784,0
100000,2,1,2,33,0,90825,8800,0.90825,0
190000,2,2,2,30,0,194724,8900,1.024863157894737,1
20000,1,3,1,36,8,24166,0,1.2083,1
230000,1,1,2,42,0,380,380,0.0016521739130434783,1
90000,2,2,2,26,0,87561,8548,0.9729,0
240000,2,1,2,29,0,191059,10000,0.7960791666666667,0
20000,2,2,2,23,2,11995,1528,0.59975,1
20000,2,3,2,22,2,19393,0,0.96965,1
50000,2,1,2,24,0,2757,1070,0.05514,0
230000,2,2,2,40,0,72742,5000,0.3162695652173913,0
430000,2,2,1,41,0,2830,21419,0.006581395348837209,0
50000,1,2,1,34,0,48976,2023,0.97952,0
230000,1,2,2,32,0,143345,6000,0.6232391304347826,0
120000,2,1,2,30,0,330,0,0.00275,1
280000,2,2,1,26,0,256455,8354,0.9159107142857142,0
500000,1,1,2,29,0,8898,1283,0.017796,0
260000,1,2,1,53,0,-1,0,-3.846153846153846e-06,0
140000,2,1,2,31,0,727,829,0.005192857142857143,0
310000,2,3,2,28,0,220845,7809,0.7124032258064517,0
50000,2,3,1,36,2,45557,2200,0.91114,0
50000,2,3,1,35,0,48829,2046,0.97658,0
30000,2,3,2,29,2,15070,3000,0.5023333333333333,1
200000,1,1,1,43,0,142291,14200,0.711455,0
80000,2,3,2,33,0,73132,2710,0.91415,0
310000,2,3,2,36,0,6282,5864,0.020264516129032257,0
220000,2,2,2,26,0,57222,107789,0.2601,0
80000,2,2,2,26,0,35997,0,0.4499625,0
500000,2,1,2,38,0,56197,5000,0.112394,0
100000,2,1,1,37,0,70113,3181,0.70113,0
200000,1,1,1,37,0,4052,4520,0.02026,1
20000,1,2,2,39,0,8799,1171,0.43995,0
20000,2,2,1,28,0,74510,2734,3.7255,0
80000,1,2,2,38,0,54809,2612,0.6851125,0
110000,1,2,2,29,0,41300,0,0.37545454545454543,0
100000,1,2,1,38,0,99660,4600,0.9966,0
320000,1,1,1,40,0,430,430,0.00134375,0
180000,1,2,2,28,0,139097,5699,0.7727611111111111,0
180000,2,2,2,27,0,5319,2300,0.02955,0
30000,2,2,2,22,0,30123,1600,1.0041,1
30000,1,2,2,35,1,14320,0,0.47733333333333333,1
240000,2,1,2,42,0,238107,12067,0.9921125,0
100000,2,1,2,24,2,76831,4037,0.76831,0
90000,1,2,1,50,0,85241,3600,0.9471222222222222,0
20000,1,2,1,22,0,19356,1485,0.9678,0
60000,1,2,2,28,0,37788,2500,0.6298,1
90000,1,3,1,38,2,28774,1400,0.3197111111111111,0
80000,2,2,1,40,0,5143,6458,0.0642875,0
500000,2,1,1,34,0,174246,6371,0.348492,0
430000,1,1,2,34,0,81963,15000,0.19061162790697675,0
130000,1,1,2,27,0,339,339,0.002607692307692308,0
500000,2,2,1,66,0,3718,1755,0.007436,0
350000,2,2,1,38,0,282,2750,0.0008057142857142857,0
320000,1,1,2,34,0,744,2297,0.002325,0
160000,2,2,2,24,0,142214,5300,0.8888375,0
110000,1,1,2,25,2,109887,3500,0.9989727272727272,1
60000,2,3,3,53,0,57605,2088,0.9600833333333333,0
50000,1,1,1,47,0,49550,2743,0.991,0
270000,1,2,2,44,0,274610,10556,1.017074074074074,0
210000,1,1,1,52,0,44933,1793,0.21396666666666667,0
20000,2,2,1,29,0,16196,2200,0.8098,0
30000,2,2,2,49,2,28859,0,0.9619666666666666,0
500000,2,1,1,56,0,881,1035,0.001762,0
360000,2,1,2,31,0,24500,2251,0.06805555555555555,0
90000,1,2,2,30,0,2629,1079,0.02921111111111111,0
10000,2,2,2,28,0,7797,1228,0.7797,0
200000,2,2,2,36,0,93863,4762,0.469315,0
60000,1,2,2,37,1,-391,0,-0.006516666666666666,0
80000,1,2,1,40,0,5810,216,0.072625,0
500000,1,1,2,32,0,11086,23008,0.022172,0
50000,1,2,1,21,0,47285,2108,0.9457,0
50000,2,2,2,24,0,45404,1700,0.90808,0
200000,2,1,2,30,0,4520,10382,0.0226,0
470000,1,2,1,45,0,293261,18000,0.6239595744680851,0
180000,2,3,1,41,0,6092,4198,0.03384444444444445,0
240000,1,2,1,33,0,23486,3000,0.09785833333333334,0
200000,1,1,1,30,2,2500,0,0.0125,1
20000,1,2,2,40,8,20753,0,1.03765,1
80000,2,2,2,32,0,11572,2670,0.14465,1
30000,1,2,2,54,0,10568,3000,0.3522666666666667,0
200000,2,1,2,35,0,816,0,0.00408,0
100000,2,2,1,38,1,66459,0,0.66459,0
70000,2,3,1,30,2,56448,2600,0.8064,1
140000,1,2,1,30,1,0,0,0.0,0
30000,2,2,1,27,2,26648,1600,0.8882666666666666,0
100000,2,2,2,27,0,96191,3504,0.96191,1
60000,1,2,2,38,0,42184,2014,0.7030666666666666,0
50000,2,1,2,23,0,8225,5308,0.1645,0
120000,2,1,1,35,0,0,0,0.0,0
50000,1,3,2,23,0,42821,1008,0.85642,0
300000,1,2,2,28,0,293498,13007,0.9783266666666667,0
360000,2,1,1,36,0,2471,1000,0.006863888888888889,0
40000,2,2,1,36,0,24230,2000,0.60575,0
190000,2,2,2,40,0,18255,19241,0.09607894736842106,0
30000,2,1,2,23,0,14294,1300,0.47646666666666665,0
280000,2,3,2,47,2,1792,0,0.0064,1
30000,2,2,2,23,0,25287,2011,0.8429,0
500000,2,1,1,32,0,185419,10573,0.370838,0
260000,2,1,2,32,0,1694,5525,0.006515384615384616,0
60000,2,2,1,46,0,20351,2000,0.33918333333333334,0
70000,2,3,1,36,0,28518,1504,0.4074,1
30000,1,2,2,27,2,25465,4000,0.8488333333333333,0
300000,1,3,1,37,0,4926,2855,0.01642,0
30000,2,2,2,22,2,26163,1000,0.8721,0
40000,1,3,2,43,2,2400,0,0.06,1
80000,1,1,2,25,0,65734,3000,0.821675,0
50000,1,1,2,35,0,48264,1565,0.96528,1
90000,2,1,1,38,0,2346,15271,0.026066666666666665,0
260000,1,1,2,29,2,2497,0,0.009603846153846154,1
100000,2,1,1,58,1,27044,0,0.27044,1
280000,1,1,2,34,1,0,0,0.0,0
80000,2,2,1,22,0,17087,1500,0.2135875,0
150000,2,2,2,27,0,143596,6241,0.9573066666666666,0
90000,2,2,2,39,0,2618,7639,0.02908888888888889,0
130000,2,1,1,33,0,10653,13,0.08194615384615385,0
210000,1,2,2,36,0,5491,8406,0.026147619047619048,0
420000,2,1,2,44,0,559,1001,0.001330952380952381,0
500000,1,1,2,39,0,128068,20000,0.256136,0
180000,1,1,2,30,1,-203,0,-0.0011277777777777777,1
150000,2,2,1,36,0,141460,8021,0.9430666666666667,0
440000,1,1,2,30,0,50735,3000,0.11530681818181818,0
50000,1,1,2,27,0,49114,2005,0.98228,0
140000,1,2,1,29,0,3300,1300,0.023571428571428573,1
150000,1,1,2,29,0,119613,5900,0.79742,0
150000,2,2,2,27,2,573,0,0.00382,0
100000,2,1,2,35,0,99031,3300,0.99031,0
310000,2,1,2,33,0,71855,5000,0.23179032258064516,0
280000,2,1,2,27,0,56144,5000,0.2005142857142857,0
60000,1,2,2,51,0,10304,1500,0.17173333333333332,1
160000,2,1,2,31,1,-200,0,-0.00125,0
90000,1,2,1,48,0,51666,2919,0.5740666666666666,0
50000,2,1,2,28,0,2926,1254,0.05852,0
200000,2,2,1,26,0,45487,2800,0.227435,0
240000,1,2,2,67,0,508581,17389,2.1190875,0
200000,2,1,1,32,0,846,864,0.00423,0
100000,2,2,2,23,0,101771,3800,1.01771,1
50000,2,1,2,29,2,45367,2335,0.90734,1
240000,2,1,2,30,0,1749,1099,0.0072875,0
300000,2,1,2,25,1,-4,227,-1.3333333333333333e-05,0
350000,2,3,1,43,0,14103,0,0.04029428571428571,0
50000,2,3,1,26,1,48421,0,0.96842,1
50000,2,2,1,36,0,46801,2839,0.93602,0
30000,2,2,2,25,2,24022,1700,0.8007333333333333,1
50000,1,2,1,47,0,-2640,2640,-0.0528,0
20000,2,2,1,34,0,6827,1200,0.34135,1
270000,2,2,2,30,0,280435,13600,1.0386481481481482,0
380000,1,1,1,49,2,380933,14651,1.0024552631578947,1
10000,2,2,2,22,5,8541,0,0.8541,1
80000,2,2,2,29,0,7880,3034,0.0985,0
240000,2,2,1,35,2,32463,1800,0.1352625,1
280000,2,1,2,35,0,211645,6445,0.755875,0
160000,1,1,2,41,0,42863,2000,0.26789375,0
180000,2,1,2,25,0,112403,3500,0.6244611111111111,0
50000,2,2,1,35,0,4555,1290,0.0911,0
50000,1,2,1,37,0,33105,10005,0.6621,0
20000,1,2,2,22,1,14380,0,0.719,0
20000,1,2,2,33,0,18357,1471,0.91785,0
140000,1,1,2,27,0,72274,3231,0.5162428571428571,0
360000,1,2,2,28,0,0,0,0.0,0
180000,1,2,1,49,0,26660,660,0.1481111111111111,0
390000,1,1,1,36,0,3931,3625,0.01007948717948718,1
30000,2,3,1,33,1,39995,1700,1.3331666666666666,0
210000,2,1,1,35,0,3805,0,0.018119047619047618,0
20000,1,2,2,24,0,6128,1300,0.3064,0
450000,1,1,1,43,2,1000,0,0.0022222222222222222,0
50000,1,3,1,24,1,0,0,0.0,0
50000,1,3,2,46,1,49220,0,0.9844,1
20000,1,2,2,39,2,19518,1299,0.9759,1
200000,2,1,2,39,0,7475,15617,0.037375,0
230000,2,1,2,27,0,70327,2963,0.3057695652173913,0
50000,1,2,1,41,2,48958,2572,0.97916,1
50000,2,2,2,26,0,44883,3189,0.89766,0
50000,1,1,2,57,0,51102,2500,1.02204,0
20000,1,2,2,23,0,9811,6097,0.49055,0
40000,1,1,1,47,2,11084,2000,0.2771,0
100000,1,1,2,26,0,567,390,0.00567,0
150000,2,2,1,43,0,158844,10004,1.05896,0
240000,1,1,1,36,0,14559,1500,0.0606625,0
360000,1,2,1,37,0,-5,3589,-1.388888888888889e-05,0
130000,1,1,2,43,0,130874,5500,1.0067230769230768,0
50000,2,2,2,23,0,10587,3500,0.21174,0
160000,1,2,1,60,0,18056,1626,0.11285,0
340000,2,2,1,32,0,34228,75113,0.10067058823529412,0
20000,1,3,2,23,0,2331,2700,0.11655,1
60000,1,3,2,52,0,22460,1500,0.37433333333333335,0
220000,2,2,1,35,0,223150,10000,1.014318181818182,0
280000,2,1,1,32,0,1280,2816,0.004571428571428572,1
60000,1,2,1,30,0,58920,2319,0.982,0
230000,1,1,1,42,2,222059,7300,0.9654739130434783,1
120000,2,3,3,41,0,3307,258,0.027558333333333334,0
240000,2,1,2,30,0,325,18428,0.0013541666666666667,0
420000,2,1,1,29,0,3020,2916,0.007190476190476191,0
230000,2,2,2,31,0,47906,0,0.20828695652173912,0
30000,2,1,2,26,1,30739,0,1.0246333333333333,1
210000,2,2,1,30,0,134664,6006,0.6412571428571429,0
250000,1,1,2,29,0,51268,2500,0.205072,0
70000,2,2,1,34,0,58053,2000,0.8293285714285714,0
20000,2,2,2,43,0,20212,1415,1.0106,0
130000,1,3,1,44,0,123770,4600,0.952076923076923,0
460000,1,1,1,41,0,321987,12000,0.6999717391304348,0
170000,2,2,2,29,0,5155,0,0.030323529411764708,0
200000,1,2,2,31,0,7179,7631,0.035895,0
70000,1,3,1,43,0,31796,1500,0.4542285714285714,1
200000,2,1,1,32,0,220,0,0.0011,1
20000,2,2,2,30,1,0,0,0.0,1
200000,1,3,2,55,0,195507,7048,0.977535,0
250000,1,2,2,45,2,237510,9076,0.95004,1
50000,1,2,1,34,0,37699,2000,0.75398,0
30000,2,2,2,25,0,25664,1448,0.8554666666666667,0
50000,1,1,1,44,0,50404,2300,1.00808,0
90000,1,3,1,45,0,13366,1250,0.14851111111111112,0
360000,1,1,2,34,2,2500,0,0.006944444444444444,0
290000,2,2,1,45,2,95,6,0.00032758620689655175,0
170000,1,1,2,24,0,169883,6808,0.9993117647058823,0
290000,2,1,1,52,0,33765,2682,0.11643103448275863,0
30000,1,3,2,39,1,27934,0,0.9311333333333334,1
250000,2,1,1,25,0,4769,6720,0.019076,0
210000,1,3,2,32,0,104558,4268,0.4978952380952381,0
360000,2,1,1,30,1,0,0,0.0,1
120000,2,2,1,37,0,78233,2015,0.6519416666666666,0
20000,1,3,2,55,0,3413,0,0.17065,0
80000,1,2,1,25,0,77199,3700,0.9649875,0
200000,2,2,1,43,0,1875,2239,0.009375,0
150000,2,1,2,32,0,35601,2003,0.23734,0
110000,2,3,1,44,0,13348,67431,0.12134545454545455,1
180000,2,2,2,26,0,390,390,0.0021666666666666666,0
520000,2,3,1,41,0,7322,2728,0.01408076923076923,0
20000,1,3,1,44,2,12436,1000,0.6218,1
180000,2,2,2,44,0,7432,7433,0.04128888888888889,0
30000,1,3,1,36,0,1493,1858,0.04976666666666667,0
380000,2,1,1,31,0,225905,11000,0.5944868421052631,0
160000,2,1,2,42,0,4980,0,0.031125,0
220000,1,1,2,32,0,17715,316,0.08052272727272727,0
250000,1,1,2,29,0,124442,5000,0.497768,0
330000,1,1,1,53,1,-317,569,-0.0009606060606060606,0
50000,1,2,2,26,2,24724,25000,0.49448,0
340000,2,1,2,35,0,484,15904,0.0014235294117647059,0
180000,2,2,1,41,0,99925,5024,0.5551388888888888,0
30000,1,1,2,35,0,26974,2000,0.8991333333333333,1
10000,1,3,2,45,1,9503,0,0.9503,0
120000,2,2,1,37,0,396,396,0.0033,0
250000,2,2,2,38,1,0,0,0.0,1
200000,2,1,2,39,0,2277,16021,0.011385,0
500000,2,1,2,32,0,298809,12475,0.597618,1
90000,2,1,2,29,1,9370,0,0.10411111111111111,1
80000,1,3,2,38,0,7790,1467,0.097375,0
740000,2,2,1,35,2,960,8229,0.0012972972972972972,1
210000,1,3,1,44,0,1525,800,0.007261904761904762,0
230000,1,1,1,37,0,3102,30580,0.01348695652173913,0
